County,Voters,M_18_24,M_25_34,M_35_44,M_45_64,M_67,F_18_24,F_25_34,F_35_44,F_45_64,F_67
GL,1022,25,27,39,105,38,23,19,42,91,47
GL,1574,33,37,49,114,52,25,40,50,137,52
GL,1160,20,27,35,68,37,19,26,32,75,48
GL,1475,35,36,46,92,40,27,43,39,107,56
GL,918,18,40,39,89,59,32,30,31,91,75
GL,381,8,10,8,52,28,7,9,19,41,44
GL,322,12,10,12,41,17,6,11,12,30,18
GL,355,14,10,12,48,18,9,7,23,38,27
GL,180,1,5,14,28,14,5,9,11,25,11
GL,875,24,31,55,121,79,23,23,44,89,103
GL,728,19,27,32,81,30,14,18,36,59,61
GL,361,13,12,15,57,32,12,12,14,39,49
GL,172,6,7,13,23,8,5,8,7,19,13
GL,700,31,39,45,87,45,22,35,40,60,70
GL,609,19,28,35,84,43,19,17,28,68,64
GL,567,16,20,40,72,47,16,18,37,65,73
GL,690,24,34,45,88,62,22,26,38,75,75
GL,657,16,29,45,93,45,18,19,34,74,61
GL,372,13,14,17,65,25,11,8,13,39,44
GL,1223,25,40,48,140,58,22,39,47,132,70
GL,1222,15,27,56,119,94,15,31,46,124,117
GL,1501,21,46,36,154,85,23,40,51,131,113
GL,977,12,22,40,77,44,14,21,40,71,39
GL,481,10,15,24,50,15,9,19,21,47,20
GL,641,9,20,38,65,28,11,35,29,59,26
GL,1252,17,25,37,97,85,17,19,32,82,104
GL,939,14,27,32,98,61,15,23,33,87,78
GL,728,11,18,30,80,30,10,25,20,65,55
GL,1288,17,26,46,103,79,14,37,44,92,73
GL,1289,15,23,35,124,66,16,29,42,108,58
GL,1189,37,26,50,157,61,29,30,63,105,89
GL,1021,26,37,45,155,64,29,39,36,124,92
GL,926,11,23,52,109,94,18,25,42,102,145
GL,857,10,23,38,91,94,9,24,28,89,124
GL,1757,35,44,87,204,99,39,51,84,165,134
GL,1516,40,34,67,153,81,31,35,64,147,124
GL,1286,20,33,42,117,92,24,30,68,101,103
GL,1588,32,52,62,168,94,37,46,62,142,120
GL,1219,17,35,50,121,76,27,31,66,101,78
GL,1079,28,28,43,120,57,23,31,40,79,83
GL,1855,30,51,59,164,92,30,39,62,151,115
GL,1925,48,61,97,139,65,53,74,100,141,76
GL,1701,34,62,57,171,84,32,52,67,136,103
GL,1510,31,43,70,174,72,30,47,70,126,93
GL,743,20,13,36,65,36,7,32,23,52,41
GL,458,13,6,20,44,19,6,10,17,34,17
GL,461,10,18,18,59,21,8,14,20,33,22
GL,252,10,6,12,36,14,12,12,10,25,8
GL,582,11,19,11,72,14,12,19,21,53,19
GL,237,14,8,22,27,11,7,10,21,12,14
GL,1368,18,21,45,143,55,17,25,57,87,74
GL,1460,23,38,59,150,50,24,32,62,106,74
GL,1270,14,24,43,135,42,9,33,60,93,76
GL,880,23,36,33,100,30,14,21,42,83,76
GL,906,25,28,44,116,53,21,28,51,85,69
GL,845,24,31,24,109,44,24,30,27,80,56
GL,1809,36,73,90,192,79,42,59,78,178,115
GL,842,23,25,45,86,37,20,33,43,89,59
GL,756,16,24,18,75,28,13,25,25,60,43
GL,954,29,30,46,92,55,22,40,44,91,62
GL,672,18,26,29,87,35,11,25,31,81,54
GL,423,8,7,24,51,35,11,7,20,40,45
GL,1215,33,37,50,125,58,27,30,50,116,74
GL,862,14,19,32,79,47,21,21,33,67,53
GL,1703,60,59,74,171,74,67,75,72,134,96
GL,842,69,68,41,74,21,68,64,46,68,32
GL,207,6,10,6,21,12,7,5,10,20,11
GL,1663,60,102,102,163,67,65,89,100,145,105
GL,645,12,28,26,89,40,21,22,33,60,46
GL,1437,41,38,71,177,122,33,48,67,151,155
GL,235,14,11,18,23,17,7,10,12,17,18
GL,689,14,31,44,101,69,25,23,28,89,72
GL,570,17,19,25,77,38,10,21,22,64,57
GL,1549,39,48,63,154,100,30,35,72,131,122
GL,986,15,33,47,105,74,15,25,43,87,83
GL,569,18,30,25,52,28,12,25,24,46,45
GL,1340,35,39,63,147,68,33,38,58,133,95
GL,1611,41,50,78,183,71,30,54,73,164,116
GL,956,26,26,33,117,44,18,26,46,80,48
GL,738,20,21,26,76,40,11,23,25,71,65
GL,1520,50,101,86,125,53,65,94,86,105,67
GL,1003,21,28,40,105,41,30,30,45,91,69
GL,1072,57,50,74,97,51,31,53,64,101,57
GL,1913,34,47,70,155,88,36,53,68,169,106
GL,1731,25,46,53,170,83,32,43,57,110,125
GL,893,21,44,51,109,50,32,29,38,84,89
GL,165,4,7,14,29,4,4,10,10,23,8
GL,291,8,21,13,29,19,6,16,10,28,25
GL,1705,22,31,65,135,67,27,39,63,110,93
GL,1438,15,31,38,120,44,28,29,40,105,64
GL,1374,22,32,42,113,59,28,21,51,96,67
GL,1417,19,30,53,113,67,14,24,46,114,78
GL,1426,35,55,64,112,43,27,49,58,87,52
GL,1533,24,43,57,137,52,29,50,51,126,76
GL,1473,32,67,89,163,99,40,54,82,141,69
GL,1826,70,58,102,209,88,53,69,97,152,81
GL,1503,27,69,103,124,98,28,64,68,150,70
GL,1599,44,95,90,175,63,61,89,77,134,49
GL,1582,26,124,76,125,90,28,72,61,121,82
GL,1910,81,97,116,279,44,73,97,125,179,43
GL,1086,15,20,38,105,37,14,19,33,75,65
GL,794,20,24,30,103,34,11,21,30,74,36
GL,1088,21,27,38,97,58,9,24,31,77,73
GL,1066,16,31,42,106,43,19,28,38,80,52
GL,1576,28,37,62,143,69,23,41,54,121,69
GL,1165,26,52,36,115,43,25,32,51,78,62
GL,1347,40,52,59,154,93,29,49,79,142,119
GL,1681,83,114,103,163,47,62,90,103,132,65
GL,1006,25,40,59,140,58,27,41,57,110,60
GL,845,19,35,47,95,44,22,18,52,81,52
GL,1110,26,25,47,110,70,20,29,62,71,89
GL,782,18,26,33,100,59,10,24,32,65,103
GL,902,16,29,35,85,83,13,23,30,72,115
GL,1375,39,63,73,162,113,42,48,62,146,123
GL,779,23,40,34,136,56,33,35,48,114,60
GL,1154,16,41,51,106,52,22,29,40,107,73
GL,481,10,11,17,42,36,8,10,21,43,39
GL,257,7,13,14,34,16,2,9,16,26,28
GL,241,7,5,8,19,13,6,8,11,21,14
GL,157,6,3,7,16,7,5,5,13,17,17
GL,553,9,18,21,47,24,5,9,17,46,33
GL,407,12,19,21,40,19,6,19,18,29,17
GL,1505,23,37,71,173,79,22,35,64,119,150
GL,1267,20,27,41,121,66,17,31,43,121,70
GL,1429,35,48,61,123,47,42,40,71,122,63
GL,1460,42,42,58,148,59,44,36,73,110,58
GL,1296,23,34,45,115,59,23,36,41,122,63
GL,1933,46,42,73,159,75,39,51,84,135,89
GL,1728,31,40,51,149,81,47,39,78,120,72
GL,1159,30,44,39,115,56,22,25,41,99,57
GL,941,20,30,33,89,45,28,32,31,85,51
GL,1477,31,37,61,145,55,31,33,64,125,87
GL,431,11,7,10,50,16,11,6,21,32,11
GL,1020,25,43,62,126,78,43,28,49,116,138
GL,396,17,26,20,60,29,16,18,24,47,42
GL,757,21,17,33,95,52,20,18,26,60,73
GL,819,20,25,44,100,76,20,26,35,80,92
GL,173,7,9,3,23,13,6,6,12,14,16
GL,905,14,29,47,129,65,23,32,38,103,87
GL,244,6,13,14,29,16,13,12,16,12,23
GL,1308,26,27,72,133,139,26,37,61,99,182
GL,447,9,10,14,45,37,12,7,21,37,53
GL,728,13,25,37,85,39,20,25,29,71,66
GL,1251,28,48,66,142,102,32,45,61,108,124
GL,1412,51,66,73,185,71,48,56,90,135,82
GL,1186,47,46,56,146,64,40,47,65,113,75
GL,539,19,22,28,70,22,16,25,35,45,40
GL,1370,31,27,56,135,84,28,39,65,107,104
GL,1236,27,39,59,126,49,27,35,56,101,81
GL,815,28,28,30,93,47,20,27,30,81,67
GL,1427,29,51,85,144,50,19,49,86,149,57
GL,1167,35,49,54,114,35,25,44,63,95,42
GL,906,16,31,43,107,24,32,37,39,101,30
GL,1235,32,58,55,133,51,35,55,65,122,51
GL,1126,24,34,50,151,95,29,37,49,97,139
GL,929,19,18,42,111,84,20,19,40,93,124
GL,447,16,14,18,54,43,4,5,15,49,55
GL,1130,28,28,47,119,85,25,21,45,80,105
GL,1790,30,46,96,171,81,29,55,108,173,89
GL,1203,25,46,68,131,46,21,37,65,130,68
GL,554,13,16,34,61,26,10,25,31,50,31
GL,724,15,21,37,86,24,13,27,33,70,41
GL,798,16,28,26,63,34,19,17,23,72,51
GL,1388,31,48,47,175,86,30,39,55,152,98
GL,935,21,23,42,91,67,19,23,45,78,79
GL,1176,34,43,56,132,56,22,38,49,108,67
GL,1847,31,58,64,146,99,27,55,60,144,104
GL,1797,30,44,75,174,73,24,55,70,167,99
GL,666,6,15,21,47,26,5,18,23,53,43
GL,1050,17,22,31,95,50,19,25,33,79,70
GL,1037,15,24,37,78,40,13,19,36,75,52
GL,1132,27,33,52,148,106,21,42,53,131,122
GL,842,17,37,45,112,72,22,31,42,100,89
GL,1692,36,53,65,162,65,31,63,67,138,55
GL,1190,32,32,46,137,57,22,42,58,120,67
GL,843,19,25,36,72,50,17,15,35,68,51
GL,598,17,30,29,68,25,19,28,35,58,25
GL,571,13,14,24,61,28,14,19,19,47,47
GL,710,12,27,20,65,25,15,21,27,61,34
GL,271,6,13,10,27,15,2,12,6,28,32
GL,988,20,38,42,135,50,18,31,45,105,86
GL,794,15,31,30,94,43,13,21,35,74,72
GL,384,13,14,27,50,6,14,13,28,37,9
GL,792,11,22,40,82,45,13,17,32,49,81
GL,1220,26,37,72,120,69,22,37,74,124,59
GL,1193,27,39,70,131,71,24,38,72,135,63
GL,1661,35,52,72,165,84,46,62,76,167,92
GL,1266,23,31,76,135,49,26,36,74,119,52
GL,883,26,37,49,121,63,26,44,38,96,105
GL,643,26,29,47,82,30,15,27,48,67,53
GL,1240,28,31,51,128,71,26,19,64,79,94
GL,855,18,23,41,83,37,16,19,27,60,60
GR,1170,15,29,39,112,38,22,20,37,111,48
GR,1003,14,17,27,81,64,17,12,32,93,66
GR,1117,8,24,45,80,36,8,25,59,93,33
GR,1148,14,29,32,75,40,9,25,28,84,48
GR,1254,30,32,29,130,49,20,35,41,134,58
GR,1066,24,30,35,86,14,18,32,46,92,15
GR,835,8,10,25,60,30,13,14,27,58,40
GR,989,19,18,36,90,35,17,22,31,93,35
GR,1217,16,29,34,89,34,14,32,36,95,37
GR,1316,15,26,33,78,56,15,27,37,91,52
GR,941,15,14,26,46,40,7,15,22,65,53
GR,1327,15,21,35,90,46,13,26,24,103,48
GR,1283,12,28,28,81,51,9,16,26,86,66
GR,1357,15,22,33,75,41,8,18,32,79,36
GR,1179,17,35,36,107,54,15,25,41,109,43
GR,1757,30,50,81,133,75,30,51,85,155,81
GR,1551,19,32,49,140,35,16,47,51,141,35
GR,1064,14,21,28,88,30,12,35,34,116,24
GR,1828,29,39,63,117,52,27,40,63,139,59
GR,1565,20,44,54,147,31,20,41,55,159,33
GR,1144,21,24,28,101,23,18,35,43,103,34
GR,1152,20,20,39,88,28,16,30,53,89,35
GR,1277,18,36,50,83,41,19,29,46,107,32
GR,1009,12,19,40,70,33,10,22,32,95,32
GR,1249,9,26,37,110,29,14,32,53,123,24
GR,1087,14,19,45,58,28,8,31,44,81,27
GR,1060,12,24,38,67,22,9,22,37,90,16
GR,1113,11,17,42,63,38,11,15,47,79,36
GR,1191,21,30,39,67,31,19,27,49,96,24
GR,905,7,17,28,51,31,9,21,29,50,38
GR,903,12,15,36,62,29,14,20,31,75,13
GR,1170,16,19,42,70,29,8,19,36,86,46
GR,1147,15,38,32,88,23,12,21,43,107,32
GR,1219,14,30,24,89,26,14,22,42,92,30
GR,799,5,23,35,73,26,12,29,21,86,16
GR,939,13,16,24,55,27,12,22,26,63,33
GR,1019,13,30,26,60,18,14,25,27,74,35
GR,1020,17,19,30,86,30,12,24,28,87,45
GR,867,5,21,12,54,23,9,14,20,71,30
GR,1429,16,36,45,112,35,20,39,51,137,54
GR,1095,25,25,34,62,29,4,29,39,70,37
GR,1224,27,23,44,72,44,13,29,39,102,34
GR,1110,12,24,22,78,38,20,18,45,94,51
GR,918,10,15,31,95,39,15,28,27,108,34
GR,1029,16,28,39,65,46,13,19,37,87,61
GR,1388,21,48,60,90,52,17,48,54,115,67
GR,1340,18,30,26,111,59,12,30,50,140,66
GR,1258,17,28,45,101,56,14,28,39,130,65
GR,1186,29,51,72,118,44,24,51,73,130,59
GR,1379,43,75,55,85,17,20,55,48,85,24
GR,1613,39,76,63,106,36,19,56,55,109,43
GR,879,21,31,48,97,40,18,42,47,86,52
GR,1732,37,71,94,143,88,35,51,77,149,88
GR,1407,52,47,75,110,48,31,59,61,132,63
GR,1564,55,63,64,137,42,52,70,94,120,50
GR,733,21,35,31,56,31,9,32,30,59,29
GR,1010,30,59,86,134,66,24,63,68,140,68
GR,881,29,60,59,121,34,29,48,75,121,48
GR,926,27,54,59,120,55,20,56,48,117,64
GR,1100,43,70,93,136,45,36,51,81,117,68
GR,362,9,23,31,50,20,13,13,25,54,40
GR,845,23,47,64,109,63,25,40,56,86,103
GR,917,42,54,65,112,49,36,48,54,103,58
GR,1558,37,77,100,187,81,51,70,82,180,89
GR,1132,30,67,94,163,67,22,62,76,150,69
GR,1627,60,109,106,206,69,47,96,84,184,127
GR,475,18,38,26,71,19,15,23,24,60,31
GR,363,15,16,28,55,25,6,23,19,53,26
GR,1137,36,65,75,121,80,23,58,61,111,108
GR,556,12,19,26,57,54,14,16,26,56,60
GR,796,22,36,42,93,69,19,27,39,81,66
GR,840,24,34,44,97,70,18,43,42,79,91
GR,339,8,21,25,44,23,10,7,22,31,33
GR,209,6,9,20,28,17,7,13,9,24,27
GR,1394,13,58,53,109,59,23,41,54,114,59
GR,1189,16,37,44,93,65,19,35,46,93,55
GR,984,20,33,43,73,36,21,26,47,79,27
GR,1571,38,64,59,136,74,33,45,72,144,59
GR,778,44,64,56,122,45,34,51,50,112,60
GR,557,33,36,45,79,34,18,30,40,81,60
GR,437,21,37,38,63,33,17,30,31,57,50
GR,366,19,27,22,62,17,15,19,19,53,27
GR,259,18,21,22,43,21,11,11,21,34,22
GR,347,24,21,28,44,19,16,21,19,50,34
GR,1085,61,112,113,207,109,53,93,101,170,143
GR,1015,26,86,68,157,79,37,62,60,143,106
GR,591,18,45,57,97,40,15,39,49,90,57
GR,1174,76,94,98,171,77,49,78,93,143,83
GR,345,15,25,19,48,12,11,20,24,52,20
GR,1465,55,88,91,187,62,44,75,84,150,80
GR,569,10,19,37,66,43,13,23,22,54,33
GR,1173,33,54,77,145,42,39,56,63,116,41
GR,1302,57,79,90,174,85,37,65,81,142,105
GR,1336,36,86,87,137,72,46,83,81,137,113
GR,1125,61,77,66,159,53,41,81,77,143,88
GR,879,33,63,63,139,63,19,43,49,113,110
GR,723,24,46,51,109,81,25,38,37,91,86
GR,1073,37,62,74,136,59,22,53,52,115,73
GR,826,16,54,57,95,48,25,46,56,103,69
GR,871,28,48,65,113,62,29,43,66,101,83
GR,581,19,31,44,78,41,18,31,28,52,46
GR,621,20,37,39,70,37,22,15,42,62,49
GR,1168,25,60,71,135,73,29,49,56,121,96
GR,1262,31,58,85,169,94,32,61,66,160,145
GR,1086,34,61,57,106,43,27,55,61,92,40
GR,1082,35,75,65,92,42,37,63,70,93,35
GR,1194,49,86,55,134,46,31,59,62,113,67
GR,1085,43,56,42,123,22,39,46,50,124,40
GR,1510,51,101,83,198,57,54,91,76,179,77
GR,542,13,33,30,85,52,18,24,23,78,66
GR,258,7,17,9,42,35,7,10,10,29,43
GR,615,24,39,37,80,51,15,26,29,70,73
GR,697,22,32,47,82,57,22,38,37,71,74
GR,1576,57,79,60,148,45,45,81,86,132,67
GR,1157,42,72,76,143,48,43,58,66,128,71
GR,1022,49,50,70,101,55,25,57,58,118,58
GR,1179,45,64,78,134,67,34,63,71,130,73
GR,1211,44,71,65,133,57,42,65,76,143,69
GR,995,41,54,48,104,46,32,47,49,126,51
GR,1406,44,67,83,167,112,29,61,72,141,132
GR,633,25,39,38,88,46,13,33,34,82,44
GR,1646,45,63,89,244,123,37,68,104,242,163
GR,390,6,16,12,50,23,12,8,20,43,43
GR,209,5,9,9,29,13,4,9,11,31,17
GR,977,24,48,61,94,35,34,55,47,93,60
GR,810,16,40,40,82,34,16,43,36,84,64
GR,895,26,40,45,102,37,29,44,53,91,54
GR,748,32,42,51,67,34,23,29,43,79,34
GR,686,24,35,24,77,28,30,41,40,70,31
GR,123,6,7,8,19,5,6,6,9,12,9
GR,158,1,5,7,29,19,2,10,9,18,31
GR,920,30,38,46,115,119,26,28,33,105,157
GR,825,36,54,45,109,77,38,37,40,93,82
GR,1202,64,100,88,160,87,59,82,76,154,117
GR,561,15,37,50,95,66,17,34,31,82,91
GR,695,13,41,45,87,69,14,30,36,61,105
GR,1260,38,69,86,154,94,43,62,66,150,145
GR,526,38,50,23,59,18,27,34,36,52,28
GR,619,9,30,36,93,66,18,22,30,72,70
GR,115,2,3,5,11,14,0,2,6,16,14
GR,98,3,5,7,22,8,4,2,7,10,10
GR,525,27,24,43,64,46,13,18,26,59,58
GR,1529,61,110,110,253,109,64,93,113,213,151
GR,326,8,12,25,56,50,9,12,17,35,55
GR,690,10,19,36,74,80,9,8,24,64,93
GR,776,13,21,28,73,78,9,22,25,81,117
GR,828,22,56,49,109,47,28,54,44,94,69
GR,1004,33,76,57,118,44,20,50,49,111,51
GR,864,36,66,46,119,38,28,47,49,113,41
GR,1334,30,62,66,174,129,32,49,66,181,157
GR,252,8,13,10,35,28,7,9,12,28,34
GR,236,6,14,15,38,26,2,15,12,37,31
GR,1725,59,120,131,236,121,56,103,104,234,132
GR,1058,33,68,61,156,74,22,51,49,155,88
GR,561,19,36,37,83,55,11,26,25,89,66
GR,601,23,39,29,103,39,10,28,34,75,65
GR,575,18,42,40,94,57,18,34,31,92,63
GR,820,46,59,91,184,89,39,44,63,138,136
GR,516,19,43,25,89,42,17,28,37,72,62
GR,206,10,13,13,49,12,9,11,14,40,23
GR,1075,36,53,61,172,97,39,38,61,132,124
GR,169,10,11,6,32,22,6,5,12,26,27
GR,993,33,53,78,156,111,28,44,60,139,158
GR,991,38,68,83,179,101,39,58,71,149,137
GR,75,4,3,11,22,26,3,3,14,14,28
GR,377,13,15,25,57,46,10,15,25,50,71
GR,123,5,8,8,15,22,6,1,4,23,26
GR,167,7,13,11,33,28,12,12,12,28,38
GR,1800,35,81,84,167,65,26,82,74,138,54
GR,1284,36,65,106,148,51,33,65,79,155,63
GR,716,35,49,51,85,45,23,46,40,79,69
GR,730,30,41,38,86,54,22,37,30,63,59
GR,1120,66,92,100,170,85,69,76,89,131,116
GR,920,21,47,57,118,111,15,31,41,116,103
GR,867,14,44,49,110,89,7,31,34,101,92
GR,962,40,59,69,97,49,33,53,58,102,73
GR,1219,41,90,77,168,40,38,70,62,144,69
GR,1023,37,54,69,135,76,29,50,54,141,135
GR,844,32,63,52,99,70,36,39,55,102,107
GR,968,32,65,71,116,51,27,56,66,102,62
GR,1260,49,72,99,145,60,56,67,68,146,93
GR,814,27,44,66,93,64,20,48,58,94,59
GR,742,27,38,46,75,46,26,40,46,74,51
GR,1434,32,70,65,176,194,23,53,51,172,223
GR,804,28,38,59,115,107,17,36,47,95,126
GR,527,18,24,25,67,60,13,14,24,64,75
GR,1665,43,68,62,186,121,32,60,64,156,119
GR,1053,29,41,43,103,75,19,34,35,97,93
GR,598,17,31,39,67,36,15,18,25,48,63
GR,984,26,66,72,145,98,25,42,70,146,104
GR,309,11,12,23,45,37,13,13,15,53,42
GR,543,16,36,35,82,68,15,21,24,78,78
GR,779,16,37,32,86,77,17,22,27,69,113
GR,290,8,12,21,40,26,8,14,11,31,45
GR,681,25,25,34,75,48,17,24,29,51,75
GR,408,13,38,25,64,13,15,30,30,52,22
GR,905,40,48,66,126,54,38,46,69,123,80
GR,777,30,46,49,108,41,30,50,52,89,50
GR,987,33,76,55,155,58,32,48,56,135,85
GR,1252,65,88,80,202,56,52,72,78,150,75
GR,1032,40,58,82,123,65,44,61,70,116,71
GR,1108,50,90,63,147,62,37,62,62,150,79
GR,1061,40,72,73,169,58,29,73,81,145,95
GR,1088,38,71,87,160,65,41,66,85,164,88
GR,178,1,9,14,17,17,4,9,9,21,24
GR,322,10,8,21,48,29,6,12,17,33,37
GR,407,13,25,17,58,29,14,22,18,47,62
GR,357,11,18,23,53,35,12,14,23,43,69
GR,1129,45,61,79,164,80,37,49,62,136,151
GR,576,14,30,56,84,49,26,31,44,76,89
GR,585,15,46,49,81,51,23,46,41,79,68
GR,784,25,25,31,88,65,13,28,24,92,54
GR,1141,22,46,44,133,78,24,30,53,126,55
GR,1019,22,70,68,202,102,24,41,49,158,124
GR,398,10,20,21,61,42,7,22,16,53,33
GR,431,11,21,15,61,30,18,11,17,63,39
GR,274,6,9,14,48,41,7,10,12,32,48
GR,219,12,15,8,37,15,9,11,10,30,28
GR,873,29,48,60,136,80,24,51,48,109,136
GR,354,16,25,30,56,40,11,14,20,51,63
GR,121,3,8,3,23,17,3,3,6,10,27
GR,977,15,41,42,137,117,19,21,45,117,163
GR,526,20,24,31,87,64,8,25,28,51,85
GR,929,32,44,41,98,33,30,45,50,97,38
GR,1127,24,45,47,122,41,33,52,51,105,54
GR,1012,31,54,55,96,40,28,50,64,101,45
GR,954,24,51,52,103,31,23,40,47,95,50
GR,639,19,34,51,85,23,14,40,33,72,31
GR,895,25,55,52,89,44,28,58,52,106,46
GR,478,14,21,29,45,21,12,25,30,42,24
GR,1241,49,70,72,192,117,43,60,81,173,142
GR,1066,41,78,86,154,83,42,69,69,171,87
GR,991,23,53,61,130,79,15,45,61,108,108
GR,870,24,42,61,118,82,18,37,45,101,115
GR,896,28,39,72,116,65,26,37,55,105,70
GR,1917,67,101,130,195,85,47,89,115,191,108
GR,783,28,47,44,73,32,26,33,49,80,79
GR,615,28,21,45,72,41,21,22,48,66,40
GR,903,27,50,63,121,49,31,45,45,107,119
GR,573,25,45,37,75,17,22,30,28,67,32
GR,393,14,24,17,48,15,20,24,29,43,33
GR,360,12,29,17,50,12,12,25,19,36,22
GR,643,0,23,36,82,61,0,15,38,71,79
GR,720,30,38,43,92,81,24,36,34,95,97
GR,786,33,38,41,78,69,27,39,42,77,105
GJ,1355,19,23,61,99,58,20,32,69,135,57
GJ,1116,19,21,48,79,52,22,29,40,94,66
GJ,1125,19,23,51,77,50,7,24,58,87,53
GJ,1410,10,38,48,112,44,20,39,54,121,29
GJ,1170,10,13,36,88,29,14,16,44,93,39
GJ,1621,25,41,45,132,29,21,47,62,129,34
GJ,760,14,25,29,70,17,19,17,31,70,23
GJ,1197,30,21,40,96,39,13,28,50,112,48
GJ,1840,37,23,103,119,41,15,33,107,122,43
GJ,1514,25,26,78,118,53,28,27,64,110,54
GJ,1103,18,20,36,103,26,8,17,46,91,39
GJ,1057,26,18,40,79,21,18,18,58,88,18
GJ,1554,25,24,65,75,31,19,27,68,89,39
GJ,1448,20,32,54,78,26,25,30,60,100,23
GJ,1144,15,21,49,64,20,14,37,56,77,22
GJ,1041,18,16,39,75,38,10,23,41,81,31
GJ,1523,29,38,51,128,27,16,41,61,132,35
GJ,1448,22,22,59,71,23,21,30,48,90,23
GJ,1415,22,25,54,83,49,25,33,75,112,43
GJ,1546,24,24,60,96,20,21,33,62,115,30
GJ,1586,22,31,60,97,42,22,37,73,114,35
GJ,1678,22,42,44,89,18,22,39,58,111,27
GJ,1713,31,39,57,87,30,28,46,79,104,34
GJ,1622,30,35,54,116,41,14,49,64,117,38
GJ,1620,23,33,44,88,28,28,33,67,122,22
GJ,1555,29,29,66,100,18,23,28,84,109,25
GJ,1485,16,30,53,73,17,18,33,61,88,23
GJ,1385,19,28,63,80,36,26,33,45,93,27
GJ,1517,20,35,59,69,29,23,33,56,93,12
GJ,1483,28,24,55,103,31,9,38,50,108,14
GJ,1105,8,21,37,75,29,14,25,36,80,22
GJ,957,8,16,52,67,21,16,16,55,78,17
GJ,1970,32,39,68,131,61,21,62,68,138,63
GJ,1787,29,29,82,154,72,28,39,63,141,59
GJ,1130,19,20,51,87,23,22,31,46,89,37
GJ,1660,23,41,71,117,57,16,37,59,130,51
GJ,1373,24,45,49,108,26,26,54,49,96,32
GJ,943,13,16,29,78,18,17,24,41,57,32
GJ,1116,19,27,60,78,35,13,32,56,93,31
GJ,1744,23,41,87,149,65,29,36,93,144,68
GJ,750,16,16,27,54,16,12,16,30,58,23
GJ,1281,17,20,53,102,27,19,37,67,102,29
GJ,1492,22,44,62,94,35,15,31,60,124,46
GJ,1727,24,41,97,102,25,20,46,102,108,29
GJ,815,5,19,39,41,16,6,26,38,49,16
GJ,1671,20,49,40,105,18,21,52,45,112,18
GJ,1866,27,39,47,136,20,25,42,66,120,13
GJ,1724,21,48,52,142,38,20,36,60,144,31
GJ,1677,20,38,53,116,32,22,44,63,129,36
GJ,1979,27,42,81,174,46,31,49,81,145,38
GJ,1890,39,49,95,154,66,45,70,75,186,50
GJ,1828,22,47,58,131,59,23,48,53,141,48
GJ,1508,31,35,60,133,46,22,35,50,140,33
GJ,748,14,11,27,74,18,10,20,27,72,21
GJ,614,9,21,36,80,29,12,28,41,74,32
GJ,799,15,18,28,68,23,9,28,30,71,28
GJ,1444,27,26,61,136,40,30,29,62,129,56
GJ,1005,12,29,41,112,26,19,40,29,105,24
GJ,1706,32,36,56,185,36,34,32,89,198,25
GJ,1491,23,25,50,138,32,28,22,66,132,30
GJ,1603,22,23,55,143,59,29,33,70,163,59
GJ,1138,23,18,38,125,11,17,28,39,132,14
GJ,1655,19,28,58,149,39,25,31,58,176,32
GJ,1757,40,40,62,160,49,30,40,82,180,40
GJ,1654,35,34,60,170,42,26,30,76,165,46
GJ,1667,24,30,62,157,44,25,36,83,165,52
GJ,648,14,20,26,85,31,9,18,27,65,36
GJ,408,14,15,19,64,25,5,13,15,54,22
GJ,1049,22,22,58,131,56,26,26,48,127,41
GJ,465,12,22,31,49,41,7,19,23,52,27
GJ,268,6,11,17,36,16,6,12,11,39,19
GJ,1036,9,21,35,105,35,19,22,43,122,38
GJ,1102,10,19,30,100,32,11,17,32,107,45
GJ,1498,24,22,31,119,41,14,28,43,138,50
GJ,928,12,18,30,65,26,10,16,19,90,24
GJ,956,11,18,19,106,35,22,17,30,101,33
GJ,877,10,21,59,108,60,14,22,40,119,54
GJ,1117,20,36,45,114,48,15,30,43,96,42
GJ,573,5,19,26,60,31,10,22,16,65,29
GJ,1671,53,62,82,209,101,40,65,89,201,131
GJ,1121,29,45,53,128,59,35,49,58,130,75
GJ,1426,33,49,76,177,87,32,53,69,148,85
GJ,534,13,37,33,57,32,11,27,23,74,31
GJ,1354,35,38,47,131,14,27,54,53,122,25
GJ,1298,26,36,55,137,17,30,40,57,118,25
GJ,1249,18,47,65,119,13,19,70,51,97,14
GJ,1255,25,31,61,117,23,27,52,61,130,26
GJ,1241,18,47,55,117,23,19,57,53,124,20
GJ,1145,25,36,60,120,13,23,44,59,107,13
GJ,1293,23,45,68,145,15,32,54,61,126,13
GJ,1267,19,44,48,115,21,30,47,51,117,17
GJ,562,10,26,30,84,37,13,23,24,85,28
GJ,1344,42,41,64,105,52,18,40,72,138,58
GJ,1314,30,47,53,121,16,25,55,83,146,25
GJ,1470,33,47,61,137,55,24,61,77,135,58
GJ,731,16,24,37,102,39,12,20,40,87,41
GJ,599,8,21,22,70,43,7,13,16,65,50
GJ,455,8,34,23,57,31,9,23,23,54,41
GJ,548,16,32,39,64,34,10,36,35,70,46
GJ,247,3,9,10,39,31,7,9,13,31,25
GJ,333,4,16,15,50,11,10,15,25,41,19
GJ,816,11,37,45,96,58,9,35,25,96,80
GJ,988,28,41,61,123,32,30,43,68,109,39
GJ,725,13,20,25,98,39,14,23,29,78,29
GJ,881,19,29,45,112,62,15,32,45,95,66
